	xKooFuss_d	yKooFuss_d	Formcode	Ra_Di_cm	Breit_cm	Objekt	Kopf_LV95_	Kopf_LV951	Fuss_LV95_	Fuss_LV951	AnzJR_Best	Mark_Best	WK_Best	Splint_Bes	Art_Best	DcEign	DmRek	mindDM	LabNr	Dat	Gte	DG	x	y
26914.00000000000	472.06	150.47	8.00	5.50	0.00	P			2683665.29	1246667.33	10.00	m	4	0.00	7	4	0.00						2683665.29	1246667.33
9526.00000000000	494.94	121.31	8.00	3.00	0.00	P			2683698.83	1246651.56	11.00	m	4	0.00	7	4	0.00						2683698.83	1246651.56
20771.00000000000	502.82	124.33	8.00	3.50	0.00	P			2683704.52	1246657.79	21.00	m	3	0.00	6	4	0.00						2683704.52	1246657.79
16811.00000000000	479.18	152.05	8.00	1.00	0.00	P			2683670.94	1246671.94	15.00	m	3	0.00	9	4	0.00						2683670.94	1246671.94
66.00000000000	497.57	155.02	8.00	1.00	0.00	P			2683686.04	1246682.86	3.00	m	4	0.00	9	4	0.00						2683686.04	1246682.86
19000.00000000000	511.04	118.77	8.00	3.00	0.00	P			2683714.36	1246656.52	9.00	m	3	0.00	6	4	0.00						2683714.35	1246656.52
875.00000000000	493.04	142.82	8.00	2.00	0.00	P			2683687.47	1246669.92	11.00	m		0.00	5	4	0.00						2683687.47	1246669.92
24600.00000000000	497.50	121.51	8.00	4.50	0.00	P			2683701.03	1246652.88	18.00	m	3	0.00	11	4	0.00						2683701.03	1246652.88
48.00000000000	497.25	158.36	8.00	3.00	0.00	P			2683684.26	1246685.70	12.00	m	4	0.00	3	4	0.00						2683684.25	1246685.70
16445.00000000000	514.50	117.84	8.00	4.00	0.00	P			2683717.86	1246657.24	19.00	m	3	0.00	11	4	0.00						2683717.86	1246657.24
12491.00000000000	510.80	100.90	8.00	3.50	0.00	P			2683722.17	1246640.44	13.00	m	3	0.00	9	4	0.00						2683722.17	1246640.44
25948.00000000000	483.68	133.18	8.00	2.50	0.00	P			2683683.44	1246657.11	7.00	m	4	1.00	1	4	0.00						2683683.44	1246657.11
13675.00000000000	504.70	134.45	8.00	3.00	0.00	P			2683701.65	1246667.68	10.00	m	3	0.00	6	4	0.00						2683701.65	1246667.68
27181.00000000000	471.60	155.72	8.00	4.50	0.00	P			2683662.53	1246671.82	38.00	m	4	0.00	9	3	0.00						2683662.53	1246671.82
4329.00000000000	495.65	139.01	8.00	3.00	0.00	P			2683691.52	1246667.69	7.00	m	3	0.00	6	4	0.00						2683691.52	1246667.69
28337.00000000000	471.69	155.68	8.00	3.00	0.00	P			2683662.62	1246671.82	10.00	m	3	1.00	1	4	0.00						2683662.62	1246671.82
8806.00000000000	486.27	174.94	8.00	4.00	0.00	P			2683666.99	1246695.58	18.00	m	4	0.00	16	4	0.00						2683666.99	1246695.58
24713.00000000000	488.47	127.08	8.00	2.50	0.00	P			2683690.46	1246653.80	13.00	m	4	0.00	5	4	0.00						2683690.46	1246653.80
770.00000000000	493.10	143.84	8.00	3.00	0.00	P			2683687.07	1246670.86	14.00	m	4	0.00	6	4	0.00						2683687.07	1246670.86
16757.00000000000	474.75	151.69	8.00	4.50	0.00	P			2683667.14	1246669.63	26.00	m	3	0.00	7	4	0.00						2683667.14	1246669.63
18910.00000000000	511.95	117.26	8.00	2.50	0.00	P			2683715.85	1246655.58	7.00	m	4	0.00	3	4	0.00						2683715.85	1246655.58
19221.00000000000	505.60	123.26	8.00	4.00	0.00	P			2683707.48	1246658.09	11.00	m	3	0.00	7	4	0.00						2683707.48	1246658.09
18925.00000000000	508.99	114.37	8.00	4.00	0.00	P			2683714.50	1246651.67	9.00	m	5	0.00	5	4	0.00						2683714.50	1246651.67
17627.00000000000	497.49	128.37	8.00	4.50	0.00	P			2683697.94	1246659.01	11.00	m	4	0.00	5	4	0.00						2683697.94	1246659.01
9506.00000000000	498.07	141.00	8.00	4.50	0.00	P			2683692.78	1246670.55	14.00	m	4	1.00	1	4	9.00						2683692.78	1246670.55
14148.00000000000	516.38	105.65	8.00	3.50	0.00	P			2683725.03	1246647.19	15.00	m	4	0.00	16	4	0.00						2683725.03	1246647.19
17620.00000000000	498.05	127.71	8.00	4.50	0.00	P			2683698.74	1246658.67	11.00	m	3	1.00	1	4	0.00						2683698.74	1246658.67
16292.00000000000	513.43	114.23	8.00	4.00	0.00	P			2683718.53	1246653.54	11.00	m	3	0.00	7	4	0.00						2683718.53	1246653.54
21090.00000000000	475.63	153.00	8.00	4.00	0.00	P			2683667.35	1246671.20	15.00	m	4	0.00	5	4	0.00						2683667.35	1246671.20
19977.00000000000	491.68	130.33	8.00	4.00	0.00	P			2683691.86	1246658.15	15.00	2	4	0.00	4	4	0.00						2683691.86	1246658.15
21182.00000000000	477.73	150.73	8.00	4.00	0.00	P			2683670.24	1246670.12	15.00	m	3	0.00	6	4	0.00						2683670.24	1246670.12
22854.00000000000	514.74	131.61	8.00	3.50	0.00	P			2683711.89	1246669.65	22.00	m	4	0.00	6	4	0.00						2683711.89	1246669.65
12487.00000000000	510.70	101.33	8.00	4.50	0.00	P			2683721.88	1246640.78	16.00	m	4	1.00	1	4	0.00						2683721.88	1246640.78
19203.00000000000	504.35	123.49	8.00	3.50	0.00	P			2683706.26	1246657.73	17.00	m	3	1.00	1	4	0.00						2683706.26	1246657.74
24599.00000000000	497.40	121.10	8.00	5.00	0.00	P			2683701.12	1246652.47	80.00	m	3	0.00	6	3	0.00		657980	-2885	b	48	2683701.12	1246652.47
1028.00000000000	489.72	140.84	8.00	1.50	0.00	P			2683685.40	1246666.66	11.00	m	3	0.00	9	4	0.00						2683685.40	1246666.66
22628.00000000000	512.31	131.78	8.00	4.00	0.00	P			2683709.65	1246668.71	13.00	m	4	0.00	5	4	0.00						2683709.65	1246668.71
12428.00000000000	487.40	166.49	8.00	4.50	0.00	P			2683671.80	1246688.53	12.00	m	4	1.00	1	4	0.00						2683671.80	1246688.53
24699.00000000000	488.75	129.63	8.00	2.50	0.00	P			2683689.57	1246656.21	16.00	m	4	0.00	6	4	0.00						2683689.57	1246656.21
16764.00000000000	475.16	152.20	8.00	2.00	0.00	P			2683667.29	1246670.27	8.00	m	4	0.00	5	4	0.00						2683667.29	1246670.27
24544.00000000000	489.79	129.75	8.00	4.00	0.00	P			2683690.44	1246656.78	42.00	m	4	0.00	6	3	0.00		657466	-2888	b	48	2683690.44	1246656.78
24617.00000000000	500.79	121.71	8.00	4.00	0.00	P			2683703.88	1246654.54	12.00	m	3	0.00	7	4	0.00						2683703.88	1246654.54
25273.00000000000	487.86	128.84	8.00	3.50	0.00	P			2683689.13	1246655.10	0.00	m		0.00	11	2	0.00						2683689.13	1246655.10
20955.00000000000	512.51	129.81	8.00	2.50	0.00	P			2683710.71	1246667.04	6.00	m	4	0.00	5	4	0.00						2683710.71	1246667.04
8486.00000000000	487.70	177.39	8.00	3.50	0.00	P			2683667.17	1246698.41	12.00	m	3	1.00	1	4	0.00						2683667.17	1246698.41
1863.00000000000	489.05	155.16	8.00	3.00	0.00	P			2683678.36	1246679.15	9.00	m	2	0.00	1	4	0.00						2683678.36	1246679.15
15902.00000000000	508.86	133.53	8.00	4.50	0.00	P			2683705.78	1246668.73	15.00	m	3	0.00	7	4	0.00						2683705.78	1246668.73
22549.00000000000	512.94	135.00	8.00	3.50	0.00	P			2683708.76	1246671.87	25.00	m	4	0.00	6	4	0.00						2683708.76	1246671.88
21051.00000000000	477.35	152.90	8.00	3.50	0.00	P			2683668.93	1246671.88	19.00	m	1	0.00	6	4	0.00						2683668.93	1246671.88
24532.00000000000	489.35	132.53	8.00	3.50	0.00	P			2683688.80	1246659.07	9.00	m	4	0.00	7	4	0.00						2683688.80	1246659.07
27261.00000000000	478.11	137.81	8.00	5.50	0.00	P			2683676.39	1246658.74	18.00	m	3	0.00	7	4	0.00						2683676.39	1246658.74
14469.00000000000	514.44	107.79	8.00	2.50	0.00	P			2683722.33	1246648.23	10.00	m	4	0.00	7	4	0.00						2683722.33	1246648.23
15882.00000000000	508.33	132.34	8.00	5.50	0.00	P			2683705.84	1246667.43	0.00	m	4	0.00	9	1	0.00						2683705.84	1246667.43
21808.00000000000	518.87	129.91	8.00	2.50	0.00	P			2683716.34	1246669.99	14.00	m	3	0.00	5	4	0.00						2683716.34	1246669.99
4775.00000000000	474.22	174.77	8.00	2.00	0.00	P			2683656.30	1246690.01	11.00	m	5	0.00	5	4	0.00						2683656.31	1246690.01
11568.00000000000	501.08	131.65	8.00	2.00	0.00	P			2683699.68	1246663.55	7.00	m	4	0.00	16	4	0.00						2683699.68	1246663.55
14369.00000000000	511.80	101.34	8.00	4.00	0.00	P			2683722.87	1246641.29	15.00	m	4	1.00	1	4	0.00						2683722.87	1246641.29
14489.00000000000	514.72	111.04	8.00	3.00	0.00	P			2683721.12	1246651.26	13.00	m	3	0.00	18	4	0.00						2683721.12	1246651.26
26350.00000000000	473.18	151.49	8.00	3.00	0.00	P			2683665.83	1246668.75	17.00	m	4	0.00	5	4	0.00						2683665.83	1246668.75
28146.00000000000	476.11	129.81	8.00	3.50	0.00	P			2683678.19	1246650.70	19.00	m	3	0.00	9	4	0.00						2683678.19	1246650.70
27172.00000000000	473.07	154.36	8.00	3.50	0.00	P			2683664.44	1246671.26	10.00	m	3	0.00	16	4	0.00						2683664.44	1246671.26
791.00000000000	491.38	143.75	8.00	2.50	0.00	P			2683685.57	1246670.01	20.00	m	4	0.00	6	4	0.00						2683685.57	1246670.01
934.00000000000	496.64	155.61	8.00	3.00	0.00	P			2683684.95	1246682.97	12.00	m	4	0.00	5	4	0.00						2683684.95	1246682.97
25296.00000000000	487.91	131.41	8.00	4.00	0.00	P			2683688.02	1246657.42	25.00	m	4	0.00	9	4	0.00						2683688.02	1246657.42
3009.00000000000	487.12	143.39	8.00	3.00	0.00	P			2683681.93	1246667.77	19.00	m	4	0.00	6	4	0.00						2683681.93	1246667.77
21440.00000000000	486.30	148.42	8.00	2.50	0.00	P			2683678.93	1246671.90	8.00	m	3	1.00	1	4	0.00						2683678.93	1246671.90
13161.00000000000	521.53	124.93	8.00	5.00	0.00	P			2683720.96	1246666.73	38.00	m	4	0.00	9	3	0.00						2683720.96	1246666.73
28139.00000000000	476.85	129.79	8.00	3.50	0.00	P			2683678.86	1246651.01	11.00	m	4	0.00	7	4	0.00						2683678.85	1246651.01
24618.00000000000	500.94	121.02	8.00	4.00	0.00	P			2683704.32	1246653.99	16.00	m	4	1.00	1	4	0.00						2683704.32	1246653.99
16093.00000000000	510.35	100.25	8.00	2.00	0.00	P			2683722.06	1246639.66	15.00	m	3	0.00	9	4	0.00						2683722.06	1246639.66
23814.00000000000	505.89	122.99	8.00	3.00	0.00	P			2683707.86	1246657.98	16.00	m	4	0.00	5	4	0.00						2683707.86	1246657.98
5087.00000000000	494.61	137.56	8.00	4.50	0.00	P			2683691.24	1246665.93	10.00	m	3	0.00	7	4	0.00						2683691.24	1246665.93
13972.00000000000	506.70	133.22	8.00	3.50	0.00	P			2683703.99	1246667.48	19.00	m	4	0.00	18	4	0.00						2683703.99	1246667.48
21793.00000000000	516.99	127.23	8.00	4.00	0.00	P			2683715.87	1246666.75	12.00	m	3	0.00	5	4	0.00						2683715.87	1246666.75
28449.00000000000	466.02	155.13	8.00	3.00	0.00	P			2683657.81	1246668.79	11.00	m	4	0.00	4	4	0.00						2683657.81	1246668.78
14393.00000000000	511.54	108.21	8.00	4.50	0.00	P			2683719.55	1246647.31	15.00	m	3	0.00	7	4	0.00						2683719.55	1246647.31
14073.00000000000	515.84	102.08	8.00	4.50	0.00	P			2683726.14	1246643.76	15.00	m	3	1.00	1	4	0.00						2683726.14	1246643.76
13195.00000000000	523.60	125.07	8.00	4.50	0.00	P			2683722.75	1246667.79	11.00	m	3	1.00	1	4	0.00						2683722.75	1246667.79
26999.00000000000	469.50	156.19	8.00	4.00	0.00	P			2683660.44	1246671.29	12.00	m		1.00	1	4	0.00						2683660.44	1246671.29
28268.00000000000	460.66	162.01	8.00	2.00	0.00	P			2683649.93	1246672.52	8.00	m	3	0.00	9	4	0.00						2683649.92	1246672.52
28497.00000000000	472.10	131.11	8.00	6.00	0.00	P			2683674.02	1246650.05	29.00	m	3	0.00	7	4	0.00						2683674.02	1246650.05
8251.00000000000	479.65	175.75	8.00	5.00	0.00	P			2683660.72	1246693.32	19.00	m	4	0.00	6	4	0.00						2683660.72	1246693.32
28455.00000000000	464.83	153.47	8.00	1.50	0.00	P			2683657.49	1246666.76	12.00	m	3	0.00	7	4	0.00						2683657.49	1246666.76
3064.00000000000	495.99	155.98	8.00	8.50	11.00	P			2683684.20	1246683.01	0.00			1.00	1	2	18.00		655193	-3234	b	9	2683684.20	1246683.01
26246.00000000000	484.10	144.60	8.00	4.00	0.00	P			2683678.69	1246667.50	10.00	m	3	0.00	6	4	0.00						2683678.69	1246667.50
9304.00000000000	488.97	162.31	8.00	4.00	0.00	P			2683675.08	1246685.51	13.00	m	3	1.00	1	4	0.00						2683675.08	1246685.51
17124.00000000000	531.07	124.87	8.00	4.00	0.00	P			2683729.51	1246670.97	10.00	m	3	0.00	7	4	0.00						2683729.51	1246670.97
18519.00000000000	510.61	111.81	8.00	3.00	0.00	P			2683717.10	1246650.11	25.00	m	4	0.00	5	4	0.00						2683717.10	1246650.11
14137.00000000000	516.51	105.84	8.00	3.00	0.00	P			2683725.06	1246647.42	15.00	m	4	0.00	5	4	0.00						2683725.06	1246647.42
25889.00000000000	485.66	129.54	8.00	5.50	0.00	P			2683686.84	1246654.74	50.00	m	4	0.00	7	3	0.00		658123	0	u		2683686.84	1246654.74
21049.00000000000	476.15	152.88	8.00	4.50	0.00	P			2683667.87	1246671.32	23.00	m	3	0.00	7	4	0.00						2683667.87	1246671.32
24143.00000000000	506.13	120.49	8.00	3.00	0.00	P			2683709.20	1246655.86	15.00	m	3	0.00	5	4	0.00						2683709.20	1246655.86
10670.00000000000	489.59	171.77	8.00	4.00	0.00	P			2683671.39	1246694.24	17.00	m	4	0.00	5	4	0.00						2683671.39	1246694.24
6769.00000000000	504.63	148.77	8.00	4.00	0.00	P			2683695.16	1246680.45	15.00	m	4	0.00	4	4	0.00						2683695.16	1246680.45
13295.00000000000	528.55	123.76	8.00	3.50	0.00	P			2683727.76	1246668.84	22.00	m	1	0.00	5	4	0.00						2683727.76	1246668.84
17631.00000000000	497.01	128.81	8.00	3.50	0.00	P			2683697.31	1246659.19	10.00	m	3	1.00	1	4	0.00						2683697.31	1246659.19
13378.00000000000	527.13	127.64	8.00	2.50	0.00	P			2683724.75	1246671.67	11.00	m		0.00	3	4	0.00						2683724.75	1246671.67
21267.00000000000	481.16	150.75	8.00	2.50	0.00	P			2683673.30	1246671.67	15.00	m	4	0.00	5	4	0.00						2683673.30	1246671.67
21160.00000000000	474.86	149.80	8.00	5.00	0.00	P			2683668.10	1246667.99	13.00	m	4	0.00	4	4	0.00						2683668.10	1246667.99
18811.00000000000	507.47	101.70	8.00	2.00	0.00	P			2683718.84	1246639.67	10.00	m	3	1.00	1	4	0.00						2683718.84	1246639.67
28009.00000000000	451.77	164.96	8.00	4.50	0.00	P			2683640.65	1246671.16	16.00	m	4	0.00	4	4	0.00						2683640.65	1246671.16
23018.00000000000	490.81	125.31	8.00	4.00	0.00	P			2683693.34	1246653.28	25.00	m	4	0.00	3	4	0.00						2683693.34	1246653.28
24728.00000000000	488.39	123.02	8.00	3.50	0.00	P			2683692.21	1246650.15	6.00	m	4	0.00	7	4	0.00						2683692.21	1246650.15
24349.00000000000	470.59	176.70	8.00	2.00	0.00	P			2683652.20	1246690.11	13.00	m	3	0.00	5	4	0.00						2683652.20	1246690.11
14222.00000000000	513.75	106.72	8.00	4.00	0.00	P			2683722.19	1246646.97	11.00	m	3	0.00	7	4	0.00						2683722.19	1246646.97
26060.00000000000	484.50	125.61	8.00	2.50	0.00	P			2683687.57	1246650.71	15.00	m	4	0.00	6	4	0.00						2683687.57	1246650.71
17099.00000000000	533.02	119.24	8.00	1.50	0.00	P			2683733.79	1246666.81	7.00	m	3	0.00	9	4	0.00						2683733.79	1246666.81
5155.00000000000	494.66	126.31	8.00	4.00	0.00	P			2683696.34	1246655.90	19.00	m	3	0.00	4	4	0.00						2683696.34	1246655.90
11887.00000000000	503.59	133.14	8.00	3.00	0.00	P			2683701.25	1246666.01	11.00	m	3	0.00	7	4	0.00						2683701.25	1246666.01
5968.00000000000	505.94	162.59	8.00	6.00	0.00	P			2683690.12	1246693.38	21.00	m	4	1.00	1	4	0.00						2683690.12	1246693.38
13288.00000000000	528.57	124.46	8.00	4.00	0.00	P			2683727.46	1246669.48	17.00	m	4	0.00	5	4	0.00						2683727.46	1246669.48
13356.00000000000	524.15	124.87	8.00	4.00	0.00	P			2683723.33	1246667.86	15.00	m	4	0.00	7	4	0.00						2683723.33	1246667.86
16416.00000000000	509.43	103.23	8.00	3.50	0.00	P			2683719.90	1246641.91	24.00	m	4	0.00	5	4	0.00						2683719.90	1246641.91
7922.00000000000	483.75	124.11	8.00	5.00	0.00	P			2683687.57	1246649.03	12.00	m	4	0.00	7	4	0.00						2683687.58	1246649.03
26772.00000000000	470.24	168.35	8.00	3.00	0.00	P			2683655.64	1246682.49	10.00	m	4	0.00	16	4	0.00						2683655.64	1246682.49
13977.00000000000	506.85	132.82	8.00	3.50	0.00	P			2683704.30	1246667.19	12.00	m	1?	0.00	7	4	0.00						2683704.30	1246667.19
16999.00000000000	479.00	151.50	8.00	2.50	0.00	P			2683671.03	1246671.37	8.00	m	3	1.00	1	4	0.00						2683671.03	1246671.37
1711.00000000000	489.42	142.00	8.00	2.50	0.00	P	2683684.5985	1246667.5359	2683684.61	1246667.56	8.00	m	4	0.00	5	4	0.00						2683684.61	1246667.56
13350.00000000000	524.74	124.07	8.00	3.50	0.00	P			2683724.22	1246667.41	14.00	m	3	0.00	5	4	0.00						2683724.22	1246667.41
18823.00000000000	507.81	102.62	8.00	2.50	0.00	P			2683718.72	1246640.64	11.00	m	4	0.00	5	4	0.00						2683718.72	1246640.64
14262.00000000000	513.03	104.09	8.00	1.50	0.00	P			2683722.73	1246644.30	14.00	m	4	0.00	5	4	0.00						2683722.73	1246644.30
13883.00000000000	507.35	145.78	8.00	3.00	0.00	P			2683698.93	1246678.99	11.00	m	4	0.00	11	4	0.00						2683698.93	1246678.99
27442.00000000000	487.17	120.97	8.00	2.50	0.00	P			2683692.04	1246647.76	14.00	m	3	0.00	5	4	0.00						2683692.04	1246647.76
14355.00000000000	511.13	102.77	8.00	2.00	0.00	P			2683721.63	1246642.26	16.00	m	3	0.00	16	4	0.00						2683721.63	1246642.26
25911.00000000000	485.04	131.19	8.00	6.00	0.00	P			2683685.55	1246655.94	20.00	m	3	0.00	7	4	0.00						2683685.55	1246655.94
20232.00000000000	501.39	126.62	8.00	3.00	0.00	P			2683702.21	1246659.20	17.00	m		1.00	1	4	0.00						2683702.21	1246659.20
13679.00000000000	504.97	133.38	8.00	5.00	0.00	P			2683702.37	1246666.85	16.00	m	3	1.00	1	4	0.00						2683702.37	1246666.85
21252.00000000000	484.15	150.30	8.00	2.50	0.00	P			2683676.17	1246672.61	7.00	m	1	0.00	1	4	0.00						2683676.17	1246672.61
18777.00000000000	508.80	102.16	8.00	5.50	0.00	P			2683719.81	1246640.67	21.00	m	5	0.00	5	4	0.00						2683719.81	1246640.67
20504.00000000000	503.31	125.25	8.00	3.50	0.00	P			2683704.55	1246658.84	17.00	m	4	0.00	9	4	0.00						2683704.55	1246658.83
13851.00000000000	504.68	135.46	8.00	5.00	0.00	P			2683701.18	1246668.57	21.00	m	3	0.00	7	4	0.00						2683701.18	1246668.57
16305.00000000000	512.82	116.59	8.00	2.50	0.00	P			2683716.92	1246655.37	10.00	m	4	0.00	5	4	0.00						2683716.92	1246655.37
18660.00000000000	509.42	116.31	8.00	5.00	0.00	P			2683714.01	1246653.59	18.00	m	4	1.00	1	4	0.00						2683714.01	1246653.59
4980.00000000000	492.81	126.10	8.00	3.00	0.00	P			2683694.78	1246654.88	9.00	m	5	0.00	5	4	0.00						2683694.78	1246654.88
26268.00000000000	484.90	147.84	8.00	3.00	0.00	P			2683677.95	1246670.75	17.00	m	3	0.00	6	4	0.00						2683677.95	1246670.75
17100.00000000000	533.35	119.15	8.00	2.00	0.00	P			2683734.12	1246666.87	14.00	m	3	0.00	9	4	0.00						2683734.12	1246666.87
2618.00000000000	494.77	143.61	8.00	3.50	0.00	P			2683688.67	1246671.40	17.00	m	4	0.00	5	4	0.00						2683688.67	1246671.40
14188.00000000000	515.90	106.63	8.00	2.50	0.00	P			2683724.16	1246647.86	20.00	m	3	0.00	9	4	0.00						2683724.16	1246647.86
23032.00000000000	490.44	128.50	8.00	3.00	0.00	P			2683691.58	1246655.96	13.00	m	4	0.00	5	4	0.00						2683691.58	1246655.96
14483.00000000000	515.09	109.87	8.00	3.50	0.00	P			2683721.98	1246650.38	12.00	m	1?	0.00	7	4	0.00						2683721.98	1246650.38
26127.00000000000	478.86	126.59	8.00	5.50	0.00	P			2683682.10	1246649.05	18.00	m	3	1.00	1	4	0.00						2683682.10	1246649.05
20453.00000000000	496.59	125.43	8.00	3.00	0.00	P			2683698.46	1246655.98	10.00	m	3	0.00	6	4	0.00						2683698.46	1246655.98
16340.00000000000	511.20	116.55	8.00	4.00	0.00	P			2683715.50	1246654.61	11.00	m		0.00	3	4	0.00						2683715.50	1246654.60
25876.00000000000	485.02	128.12	8.00	4.50	0.00	P			2683686.90	1246653.19	16.00	m	3	0.00	6	4	0.00						2683686.90	1246653.19
26303.00000000000	470.00	151.81	8.00	2.50	0.00	P			2683662.85	1246667.61	16.00	m	4	0.00	5	4	0.00						2683662.85	1246667.61
17590.00000000000	500.11	127.45	8.00	3.00	0.00	P			2683700.69	1246659.37	35.00	m	3	0.00	11	3	0.00						2683700.69	1246659.36
21323.00000000000	486.58	143.09	8.00	3.50	0.00	P			2683681.58	1246667.26	17.00	m	3	0.00	11	4	0.00						2683681.58	1246667.26
24928.00000000000	477.44	148.83	8.00	4.00	0.00	P			2683670.84	1246668.28	11.00	m	3	0.00	5	4	0.00						2683670.84	1246668.28
774.00000000000	493.31	142.96	8.00	4.50	0.00	P			2683687.65	1246670.17	14.00	m	4	0.00	1	4	0.00						2683687.65	1246670.17
19329.00000000000	502.88	123.26	8.00	3.00	0.00	P			2683705.05	1246656.87	10.00	m		0.00	5	4	0.00						2683705.05	1246656.87
13077.00000000000	495.03	172.80	8.00	3.50	0.00	P			2683675.79	1246697.60	10.00	m	3	0.00	16	4	0.00						2683675.79	1246697.60
13344.00000000000	525.82	123.77	8.00	2.50	0.00	P			2683725.32	1246667.62	9.00	m	1	0.00	7	4	0.00						2683725.32	1246667.62
15832.00000000000	508.26	138.22	8.00	3.00	0.00	P			2683703.14	1246672.65	13.00	m	4	0.00	7	4	0.00						2683703.14	1246672.65
19640.00000000000	492.35	131.16	8.00	4.00	0.00	P			2683692.09	1246659.20	19.00	m	4	1.00	1	4	0.00						2683692.09	1246659.20
19084.00000000000	515.95	124.81	8.00	3.50	0.00	P			2683716.03	1246664.12	9.00	m	3	0.00	5	4	0.00						2683716.03	1246664.12
5076.00000000000	494.33	138.80	8.00	5.50	0.00	P			2683690.43	1246666.91	20.00	m	1	1.00	1	4	0.00						2683690.43	1246666.91
24644.00000000000	497.28	121.50	8.00	3.00	0.00	P			2683700.84	1246652.78	16.00	m	3	0.00	6	4	0.00						2683700.84	1246652.78
13443.00000000000	524.10	122.05	8.00	3.50	0.00	P			2683724.56	1246665.31	11.00	m	3	1.00	1	4	0.00						2683724.56	1246665.31
16419.00000000000	509.95	103.71	8.00	2.50	0.00	P			2683720.15	1246642.57	11.00	m	4	0.00	16	4	0.00						2683720.15	1246642.57
3421.00000000000	504.71	159.73	8.00	2.50	0.00	P			2683690.30	1246690.27	15.00	m	3	0.00	11	4	0.00						2683690.30	1246690.27
18276.00000000000	481.29	162.67	8.00	3.50	0.00	P			2683668.06	1246682.38	10.00	m	4	0.00	16	4	0.00						2683668.06	1246682.38
14015.00000000000	514.77	102.78	8.00	4.00	0.00	P			2683724.88	1246643.91	17.00	m		0.00	5	4	0.00						2683724.88	1246643.91
21099.00000000000	475.72	153.92	8.00	2.50	0.00	P			2683667.01	1246672.06	12.00	m	3	0.00	6	4	0.00						2683667.01	1246672.06
16140.00000000000	516.09	115.04	8.00	1.50	0.00	P			2683720.55	1246655.45	6.00	m	4	0.00	5	4	0.00						2683720.55	1246655.45
19983.00000000000	491.23	130.70	8.00	3.00	0.00	P			2683691.30	1246658.28	25.00	m	4	0.00	11	4	0.00						2683691.30	1246658.28
16834.00000000000	480.83	152.04	8.00	3.50	0.00	P			2683672.42	1246672.67	17.00	m	2?	1.00	1	4	0.00						2683672.42	1246672.67
13929.00000000000	506.56	137.74	8.00	7.00	0.00	P			2683701.83	1246671.45	19.00	m	4	0.00	7	4	0.00						2683701.83	1246671.45
16020.00000000000	516.77	109.21	8.00	4.00	0.00	P			2683723.77	1246650.55	32.00	m	4	0.00	7	4	0.00						2683723.77	1246650.55
22892.00000000000	514.39	134.19	8.00	4.50	0.00	P			2683710.43	1246671.80	12.00	m	3	0.00	7	4	0.00						2683710.43	1246671.80
4981.00000000000	493.57	126.06	8.00	3.00	0.00	P			2683695.47	1246655.19	8.00	m	4	0.00	5	4	0.00						2683695.47	1246655.19
13790.00000000000	506.81	145.63	8.00	4.00	0.00	P			2683698.52	1246678.62	12.00	m	4	0.00	5	4	0.00						2683698.52	1246678.62
18721.00000000000	510.51	112.38	8.00	1.50	0.00	P			2683716.76	1246650.57	11.00	m	4	0.00	9	4	0.00						2683716.76	1246650.57
10327.00000000000	502.41	166.17	8.00	4.00	0.00	P			2683685.36	1246695.00	10.00	m	1?	0.00	7	4	0.00						2683685.36	1246695.00
16209.00000000000	514.72	114.51	8.00	3.50	0.00	P			2683719.56	1246654.36	20.00	m	1	0.00	5	4	0.00						2683719.56	1246654.36
16244.00000000000	513.72	116.31	8.00	2.50	0.00	P			2683717.86	1246655.52	13.00	m	3	0.00	11	4	0.00						2683717.86	1246655.52
14077.00000000000	516.21	101.50	8.00	2.50	0.00	P			2683726.73	1246643.41	17.00	m	4	0.00	11	4	0.00						2683726.73	1246643.41
14140.00000000000	516.92	105.64	8.00	3.50	0.00	P			2683725.51	1246647.43	10.00	m	4	0.00	5	4	0.00						2683725.51	1246647.43
24711.00000000000	488.28	127.85	8.00	3.50	0.00	P			2683689.94	1246654.40	12.00	m	4	0.00	5	4	0.00						2683689.94	1246654.40
4403.00000000000	495.44	129.90	8.00	5.00	0.00	P			2683695.43	1246659.45	16.00	m	3	1.00	1	4	0.00						2683695.43	1246659.46
27539.00000000000	451.75	174.88	8.00	2.50	0.00	P			2683636.18	1246680.01	14.00	m	4	0.00	5	4	0.00						2683636.18	1246680.01
18504.00000000000	509.78	99.61	8.00	2.50	0.00	P			2683721.84	1246638.83	18.00	m	4	0.00	5	4	0.00						2683721.84	1246638.83
24073.00000000000	505.13	121.30	8.00	4.50	0.00	P			2683707.94	1246656.12	17.00	m	3	0.00	7	4	0.00						2683707.94	1246656.12
13226.00000000000	525.74	128.83	8.00	4.00	0.00	P			2683722.98	1246672.11	17.00	m	3	1.00	1	4	0.00						2683722.98	1246672.11
5152.00000000000	494.09	125.59	8.00	3.50	0.00	P			2683696.15	1246655.00	11.00	m	4	0.00	4	4	0.00						2683696.15	1246655.00
19271.00000000000	497.91	123.25	8.00	6.00	0.00	P			2683700.61	1246654.62	24.00	m	4	0.00	6	3?	0.00						2683700.62	1246654.62
13485.00000000000	528.42	122.54	8.00	2.50	0.00	P			2683728.19	1246667.69	18.00	m	4	0.00	5	4	0.00						2683728.19	1246667.69
