	xKooFuss_d	yKooFuss_d	Formcode	Ra_Di_cm	Breit_cm	Objekt	Kopf_LV95_	Kopf_LV951	Fuss_LV95_	Fuss_LV951	AnzJR_Best	Mark_Best	WK_Best	Splint_Bes	Art_Best	DcEign	DmRek	mindDM	LabNr	Dat	Gte	DG	x	y
7755.00000000000	515.24	164.10	8.00	3.00	0.00	P			2683697.75	1246698.90	17.00	m	4	0.00	5	4	0.00						2683697.75	1246698.90
6241.00000000000	490.70	176.44	8.00	5.00	0.00	P			2683670.28	1246698.91	28.00	m	4	0.00	18	4	0.00						2683670.28	1246698.91
10517.00000000000	491.45	173.05	8.00	2.50	0.00	P			2683672.47	1246696.21	9.00	m	3	0.00	11	4	0.00						2683672.47	1246696.21
18419.00000000000	481.67	163.10	8.00	3.00	0.00	P			2683668.20	1246682.93	15.00	m	4	1.00	1	4	0.00						2683668.20	1246682.93
14096.00000000000	516.87	99.58	8.00	2.00	0.00	P			2683728.19	1246641.99	17.00	m	4	0.00	18	4	0.00						2683728.19	1246641.99
6714.00000000000	487.14	160.36	8.00	2.50	0.00	P			2683674.32	1246682.94	13.00	m	4	0.00	5	4	0.00						2683674.32	1246682.94
16839.00000000000	480.84	151.15	8.00	2.50	0.00	P			2683672.83	1246671.88	9.00	m	3	0.00	5	4	0.00						2683672.83	1246671.88
26766.00000000000	469.96	169.00	8.00	4.50	0.00	P			2683655.09	1246682.94	12.00	m	5	1.00	1	4	0.00						2683655.09	1246682.94
12097.00000000000	507.44	150.16	8.00	3.50	0.00	P			2683697.04	1246682.95	7.00	m	4	0.00	7	4	0.00						2683697.04	1246682.95
8514.00000000000	500.57	175.04	8.00	2.50	0.00	P			2683679.73	1246702.09	9.00	m	4	0.00	5	4	0.00						2683679.73	1246702.09
4663.00000000000	475.16	166.39	8.00	4.00	0.00	P			2683660.91	1246682.95	17.00	m	4	1.00	1	4	0.00						2683660.91	1246682.95
8608.00000000000	494.09	174.75	8.00	4.00	0.00	P			2683674.07	1246698.92	10.00	m	4	0.00	5	4	0.00						2683674.06	1246698.92
7832.00000000000	512.78	165.36	8.00	3.50	0.00	P			2683694.99	1246698.93	12.00	m	4	0.00	16	4	0.00						2683694.99	1246698.93
17269.00000000000	455.43	176.31	8.00	4.00	0.00	P			2683638.83	1246682.96	51.00	m	4	0.00	6	3?	0.00		657599	0	u		2683638.83	1246682.96
3068.00000000000	495.30	156.27	8.00	3.00	0.00	P			2683683.45	1246682.96	8.00	m	4	0.00	5	4	0.00						2683683.45	1246682.96
24912.00000000000	486.26	153.06	8.00	3.00	0.00	P			2683676.82	1246676.03	16.00	m	3	0.00	9	4	0.00						2683676.82	1246676.03
20605.00000000000	511.65	148.07	8.00	3.50	0.00	P			2683701.74	1246682.97	18.00	m	3	0.00	11	4	0.00						2683701.75	1246682.97
3215.00000000000	489.01	159.44	8.00	2.00	0.00	P			2683676.41	1246682.97	9.00	m	4	0.00	5	4	0.00						2683676.41	1246682.97
12824.00000000000	518.73	159.37	8.00	3.00	0.00	P			2683702.99	1246696.25	10.00	m	4	0.00	5	4	0.00						2683702.99	1246696.25
18532.00000000000	510.98	108.31	8.00	4.50	0.00	P			2683719.00	1246647.15	18.00	m	4	1.00	1	4	0.00						2683719.00	1246647.15
3332.00000000000	493.95	156.97	8.00	4.50	0.00	P			2683681.93	1246682.98	19.00	m	3	0.00	11	4	0.00						2683681.93	1246682.98
3065.00000000000	495.72	156.09	8.00	3.50	0.00	P			2683683.91	1246682.98	15.00	m	4	0.00	5	4	0.00						2683683.91	1246682.98
16484.00000000000	509.26	103.61	8.00	2.50	0.00	P			2683719.58	1246642.17	12.00	m	3	0.00	16	4	0.00						2683719.58	1246642.17
12119.00000000000	505.28	151.28	8.00	4.00	0.00	P			2683694.61	1246682.98	9.00	m	4	0.00	16	4	0.00						2683694.61	1246682.98
14149.00000000000	516.28	105.73	8.00	2.00	0.00	P			2683724.90	1246647.23	11.00	m	4	0.00	9	4	0.00						2683724.90	1246647.23
22528.00000000000	512.11	135.46	8.00	4.00	0.00	P			2683707.82	1246671.91	17.00	m	3	0.00	5	4	0.00						2683707.82	1246671.91
14089.00000000000	516.31	100.15	8.00	3.00	0.00	P			2683727.43	1246642.25	21.00	m	4	0.00	9	4	0.00						2683727.43	1246642.25
11945.00000000000	503.42	152.23	8.00	5.00	0.00	P			2683692.52	1246682.99	11.00	m	4	0.00	5	4	0.00						2683692.52	1246682.99
10433.00000000000	503.86	169.90	8.00	3.50	0.00	P			2683684.98	1246698.97	20.00	m	4	0.00	5	4	0.00						2683684.98	1246698.97
16154.00000000000	517.07	113.96	8.00	4.00	0.00	P			2683721.91	1246654.93	9.00	m	3	0.00	7	4	0.00						2683721.91	1246654.93
17661.00000000000	507.43	140.75	8.00	5.00	0.00	P			2683701.26	1246674.53	19.00	m	5	0.00	11	4	0.00						2683701.26	1246674.53
16691.00000000000	473.50	167.28	8.00	4.00	0.00	P			2683659.03	1246683.00	20.00	m	4	1.00	1	4	0.00		658179	0	u		2683659.03	1246683.00
3269.00000000000	494.40	156.78	8.00	4.00	0.00	P			2683682.42	1246683.00	9.00	m	1	0.00	7	4	0.00						2683682.42	1246683.00
7873.00000000000	511.44	163.08	8.00	4.00	0.00	P			2683694.82	1246696.28	13.00	m	3	1.00	1	4	0.00						2683694.82	1246696.28
350.00000000000	501.68	153.12	8.00	4.00	0.00	P	2683690.5041	1246683.0402	2683690.57	1246683.00	29.00	m	4	0.00	9	4	0.00						2683690.57	1246683.00
12534.00000000000	500.64	171.56	8.00	2.50	0.00	P			2683681.36	1246699.01	15.00	m	4	0.00	16	4	0.00						2683681.36	1246699.01
8704.00000000000	483.04	177.37	8.00	2.00	0.00	P			2683663.02	1246696.30	19.00	m	4	0.00	9	4	0.00						2683663.02	1246696.30
11899.00000000000	503.80	152.06	8.00	5.00	0.00	P			2683692.94	1246683.01	18.00	m	3	1.00	1	4	0.00						2683692.94	1246683.01
351.00000000000	501.10	153.42	8.00	3.50	0.00	P	2683689.8779	1246683.0836	2683689.91	1246683.01	20.00	m	4	0.00	5	4	0.00						2683689.91	1246683.01
4162.00000000000	490.79	158.61	8.00	3.00	0.00	P			2683678.37	1246683.02	12.00	m	4	0.00	9	4	0.00						2683678.37	1246683.02
6739.00000000000	504.82	151.56	8.00	4.00	0.00	P			2683694.08	1246683.02	14.00	m	4	0.00	5	4	0.00						2683694.08	1246683.02
4646.00000000000	476.06	166.02	8.00	2.50	0.00	P			2683661.88	1246683.02	13.00	m	5	0.00	5	4	0.00						2683661.88	1246683.02
16559.00000000000	478.44	164.82	8.00	3.50	0.00	P			2683664.54	1246683.02	12.00	m	4	0.00	4	4	0.00						2683664.54	1246683.02
3144.00000000000	489.30	159.36	8.00	4.00	0.00	P			2683676.70	1246683.02	14.00	m	2	1.00	1	4	0.00						2683676.70	1246683.02
8328.00000000000	486.37	175.72	8.00	1.50	0.00	P			2683666.73	1246696.32	30.00	m	1?	0.00	6	4	0.00						2683666.73	1246696.32
3870.00000000000	491.90	154.29	8.00	2.50	0.00	P	2683681.339	1246679.6305	2683681.30	1246679.66	10.00	m	3	1.00	1	4	0.00						2683681.30	1246679.66
21735.00000000000	515.10	131.21	8.00	4.00	0.00	P			2683712.40	1246669.45	13.00	m	4	0.00	16	4	0.00						2683712.40	1246669.45
17265.00000000000	454.92	176.66	8.00	3.50	0.00	P			2683638.22	1246683.03	11.00	m	2	1.00	1	4	0.00						2683638.22	1246683.03
2989.00000000000	494.77	152.85	8.00	3.50	0.00	P			2683684.52	1246679.66	18.00	m	3	1.00	1	4	0.00						2683684.52	1246679.66
26015.00000000000	483.43	130.93	8.00	4.50	0.00	P			2683684.23	1246654.98	10.00	m	4	0.00	16	4	0.00						2683684.23	1246654.98
20608.00000000000	512.96	147.49	8.00	5.00	0.00	P			2683703.17	1246683.04	9.00	m	3	0.00	7	4	0.00						2683703.17	1246683.04
964.00000000000	496.12	155.95	8.00	1.50	0.00	P			2683684.33	1246683.04	8.00	m	4	0.00	6	4	0.00						2683684.33	1246683.04
903.00000000000	492.18	142.74	8.00	2.00	0.00	P			2683686.74	1246669.46	14.00	m	4	0.00	5	4	0.00						2683686.74	1246669.46
23997.00000000000	513.72	120.43	8.00	2.50	0.00	P			2683716.01	1246659.20	11.00	m	4	0.00	5	4	0.00						2683716.01	1246659.20
6538.00000000000	492.89	157.58	8.00	3.50	0.00	P	2683680.7814	1246683.0997	2683680.71	1246683.04	11.00	m	4	0.00	7	4	0.00						2683680.71	1246683.04
16510.00000000000	480.28	163.92	8.00	3.50	0.00	P			2683666.60	1246683.04	19.00	m	4	1.00	1	4	0.00						2683666.60	1246683.04
19269.00000000000	497.67	123.78	8.00	3.50	0.00	P			2683700.16	1246654.99	10.00	m	3	0.00	5	4	0.00						2683700.16	1246654.99
22174.00000000000	472.95	167.60	8.00	6.00	0.00	P			2683658.40	1246683.04	22.00	m	4	0.00	4	4	0.00						2683658.40	1246683.04
17261.00000000000	454.42	176.92	8.00	4.00	0.00	P			2683637.65	1246683.04	11.00	m	4	0.00	16	4	0.00						2683637.65	1246683.04
17260.00000000000	454.18	177.04	8.00	4.00	0.00	P			2683637.38	1246683.05	12.00	m	4	0.00	5	4	0.00						2683637.38	1246683.04
26767.00000000000	470.91	168.63	8.00	5.00	0.00	P			2683656.11	1246683.05	18.00	m	5	1.00	1	4	0.00						2683656.11	1246683.04
4702.00000000000	474.96	166.60	8.00	4.50	0.00	P	2683660.6388	1246683.0472	2683660.64	1246683.05	11.00	m	5	0.00	7	4	0.00						2683660.64	1246683.05
1975.00000000000	488.61	159.74	8.00	3.50	0.00	P			2683675.91	1246683.05	18.00	m	2	1.00	1	4	0.00						2683675.91	1246683.05
16418.00000000000	509.81	103.84	8.00	2.50	0.00	P			2683719.96	1246642.63	13.00	m	4	0.00	5	4	0.00						2683719.96	1246642.63
12101.00000000000	506.81	150.60	8.00	3.50	0.00	P			2683696.29	1246683.06	12.00	m	3	0.00	6	4	0.00						2683696.29	1246683.06
20502.00000000000	502.97	125.88	8.00	3.50	0.00	P			2683703.95	1246659.24	13.00	m	4	0.00	5	4	0.00						2683703.95	1246659.25
8056.00000000000	503.39	174.68	8.00	5.00	0.00	P			2683682.41	1246703.04	19.00	m	5	1.00	1	4	9.50						2683682.41	1246703.04
17267.00000000000	455.25	176.53	8.00	2.50	0.00	P			2683638.57	1246683.07	15.00	m	4	0.00	5	4	0.00						2683638.57	1246683.07
3330.00000000000	493.40	157.36	8.00	2.50	0.00	P			2683681.27	1246683.07	10.00	m	4	0.00	5	4	0.00						2683681.27	1246683.07
5150.00000000000	494.19	125.58	8.00	4.50	0.00	P			2683696.24	1246655.04	21.00	m	4	0.00	5	4	0.00						2683696.24	1246655.04
19804.00000000000	514.71	126.19	8.00	2.50	0.00	P			2683714.30	1246664.80	16.00	m	4	0.00	9	4	0.00						2683714.30	1246664.80
5599.00000000000	493.56	151.95	8.00	3.50	0.00	P			2683683.84	1246678.31	18.00	m	3	1.00	1	4	0.00						2683683.84	1246678.31
382.00000000000	501.90	153.10	8.00	4.00	0.00	P	2683690.7052	1246683.1077	2683690.77	1246683.09	23.00	m	4	0.00	6	4	0.00						2683690.77	1246683.09
8307.00000000000	484.62	176.67	8.00	3.00	0.00	P			2683664.75	1246696.38	12.00	m	4	0.00	3	4	0.00						2683664.75	1246696.38
927.00000000000	496.13	156.01	8.00	4.00	0.00	P			2683684.31	1246683.09	16.00	m	4	0.00	6	4	0.00						2683684.31	1246683.09
27931.00000000000	453.10	169.72	8.00	2.00	0.00	P			2683639.70	1246676.01	5.00	m	3	0.00	7	4	0.00						2683639.70	1246676.01
22293.00000000000	471.12	168.58	8.00	2.50	0.00	P			2683656.32	1246683.10	11.00	m	4	0.00	5	4	0.00						2683656.32	1246683.09
22901.00000000000	513.93	134.65	8.00	2.00	0.00	P			2683709.80	1246672.00	6.00	m	4	0.00	6	4	0.00						2683709.81	1246672.00
16725.00000000000	473.43	167.43	8.00	3.00	0.00	P			2683658.90	1246683.10	16.00	m	3	0.00	3	4	0.00						2683658.90	1246683.10
24820.00000000000	476.04	153.69	8.00	3.50	0.00	P			2683667.40	1246672.00	7.00	m	4	0.00	7	4	0.00						2683667.40	1246672.00
16649.00000000000	473.91	167.19	8.00	2.50	0.00	P			2683659.44	1246683.10	14.00	m	3	0.00	6	4	0.00						2683659.44	1246683.10
14190.00000000000	515.80	106.64	8.00	3.00	0.00	P			2683724.06	1246647.81	21.00	m		0.00	9	4	0.00						2683724.06	1246647.81
1976.00000000000	488.71	159.75	8.00	3.00	0.00	P			2683676.00	1246683.10	11.00	m	4	0.00	5	4	0.00						2683676.00	1246683.10
16537.00000000000	479.74	164.26	8.00	3.50	0.00	P			2683665.96	1246683.10	14.00	m	5	0.00	5	4	0.00						2683665.96	1246683.10
3256.00000000000	494.32	156.93	8.00	3.00	0.00	P			2683682.28	1246683.10	10.00	m	4	0.00	6	4	0.00						2683682.28	1246683.10
22083.00000000000	471.20	175.68	8.00	3.50	0.00	P			2683653.20	1246689.47	18.00	m	4	0.00	9	4	0.00						2683653.20	1246689.47
18919.00000000000	507.31	105.38	8.00	3.50	0.00	P			2683717.05	1246642.88	10.00	m	4	0.00	5	4	0.00						2683717.05	1246642.88
21382.00000000000	487.00	148.20	8.00	2.00	0.00	P			2683679.66	1246672.02	13.00	m		1.00	1	4	0.00						2683679.66	1246672.01
6628.00000000000	489.30	161.82	8.00	3.50	0.00	P			2683675.60	1246685.22	14.00	m	4	0.00	4	4	0.00						2683675.60	1246685.22
3012.00000000000	487.61	142.14	8.00	3.50	0.00	p			2683682.92	1246666.87	10.00	m	4	0.00	7	4	0.00						2683682.92	1246666.87
23367.00000000000	500.56	122.45	8.00	3.00	0.00	P			2683703.34	1246655.10	8.00	m	3	0.00	6	4	0.00						2683703.34	1246655.10
27128.00000000000	470.92	156.29	8.00	5.00	0.00	P			2683661.66	1246672.02	12.00	m	3	0.00	6	4	0.00						2683661.66	1246672.02
23082.00000000000	490.67	132.14	8.00	3.50	0.00	P			2683690.15	1246659.32	25.00	m	4	0.00	9	4	0.00						2683690.15	1246659.32
17268.00000000000	455.36	176.54	8.00	4.00	0.00	P			2683638.66	1246683.12	14.00	m	5	0.00	5	4	0.00						2683638.67	1246683.12
22232.00000000000	471.54	168.41	8.00	3.00	0.00	P			2683656.77	1246683.12	8.00	m	3	0.00	6	4	0.00						2683656.77	1246683.12
200.00000000000	499.76	154.22	8.00	2.50	0.00	P	2683688.3572	1246683.125	2683688.36	1246683.13	12.00	m	4	0.00	9	4	0.00						2683688.36	1246683.12
3143.00000000000	489.06	159.60	8.00	4.50	0.00	P			2683676.38	1246683.13	15.00	m	4	0.00	1	4	0.00						2683676.38	1246683.13
28120.00000000000	476.08	126.71	8.00	3.50	0.00	P			2683679.55	1246647.91	15.00	m	3	1.00	1	4	0.00						2683679.55	1246647.91
3141.00000000000	489.69	159.29	8.00	4.00	0.00	P			2683677.08	1246683.14	12.00	m	4	0.00	4	4	0.00						2683677.08	1246683.14
1979.00000000000	488.48	159.90	8.00	2.50	0.00	P			2683675.72	1246683.14	11.00	m	4	0.00	5	4	0.00						2683675.72	1246683.14
3329.00000000000	493.15	157.56	8.00	3.00	0.00	P			2683680.95	1246683.14	11.00	m	3	0.00	1	4	0.00						2683680.95	1246683.14
4644.00000000000	475.55	166.41	8.00	4.00	0.00	P			2683661.25	1246683.14	20.00	m	2	1.00	1	4	0.00						2683661.25	1246683.14
12831.00000000000	519.20	159.40	8.00	3.50	0.00	P			2683703.40	1246696.49	17.00	m	1?	0.00	9	4	0.00						2683703.40	1246696.49
16620.00000000000	478.28	165.05	8.00	1.50	0.00	P			2683664.30	1246683.15	5.00	m	5	0.00	6	4	0.00						2683664.30	1246683.15
23935.00000000000	512.55	121.18	8.00	4.00	0.00	P			2683714.62	1246659.35	9.00	m	3	0.00	7	4	0.00						2683714.62	1246659.35
10520.00000000000	496.91	173.67	8.00	5.00	0.00	P			2683677.07	1246699.22	13.00	m	4	0.00	7	4	0.00						2683677.07	1246699.22
6722.00000000000	487.26	160.54	8.00	3.00	0.00	P			2683674.35	1246683.16	9.00	m	4	0.00	5	4	0.00						2683674.35	1246683.16
16646.00000000000	473.25	167.59	8.00	6.50	0.00	P			2683658.66	1246683.16	15.00	m	2	1.00	1	4	0.00						2683658.66	1246683.16
12773.00000000000	499.25	169.46	8.00	4.00	0.00	P			2683681.06	1246696.51	12.00	m	5	1.00	1	4	0.00						2683681.06	1246696.51
17513.00000000000	509.70	149.27	8.00	3.50	0.00	P			2683699.46	1246683.16	11.00	m	4	0.00	5	4	0.00						2683699.46	1246683.16
7909.00000000000	483.46	123.14	8.00	3.00	0.00	P			2683687.76	1246648.04	15.00	m	4	0.00	6	4	0.00						2683687.76	1246648.04
94.00000000000	498.70	154.80	8.00	3.50	0.00	P	2683687.1231	1246683.0419	2683687.15	1246683.17	23.00	m	4	0.00	18	4	0.00						2683687.15	1246683.17
25616.00000000000	485.01	141.23	8.00	3.00	0.00	P			2683681.02	1246664.89	14.00	m	4	0.00	5	4	0.00						2683681.02	1246664.89
12120.00000000000	505.23	151.52	8.00	4.00	0.00	P			2683694.46	1246683.17	5.00	m	3	0.00	7	4	0.00						2683694.46	1246683.17
8991.00000000000	492.16	173.03	8.00	3.00	0.00	P			2683673.12	1246696.52	13.00	m	1	0.00	3	4	0.00						2683673.12	1246696.52
19641.00000000000	492.41	131.35	8.00	3.50	0.00	P			2683692.06	1246659.39	10.00	m		0.00	6	4	0.00						2683692.06	1246659.39
12959.00000000000	521.06	161.58	8.00	3.50	0.00	P			2683704.08	1246699.26	14.00	m	3	0.00	9	4	0.00						2683704.08	1246699.26
8635.00000000000	488.65	174.80	8.00	4.50	0.00	P			2683669.19	1246696.53	9.00	m		0.00	16	4	0.00						2683669.19	1246696.52
12957.00000000000	521.00	161.61	8.00	3.00	0.00	P			2683704.01	1246699.27	11.00	m	3	0.00	9	4	0.00						2683704.01	1246699.27
1393.00000000000	502.31	153.01	8.00	4.00	0.00	P			2683691.18	1246683.19	19.00	m	5	0.00	5	4	0.00						2683691.18	1246683.19
1612.00000000000	500.30	161.13	8.00	4.00	0.00	P	2683685.7539	1246689.5503	2683685.74	1246689.54	26.00	m	4	0.00	5	4	0.00						2683685.74	1246689.54
8449.00000000000	487.76	175.28	8.00	4.00	0.00	P			2683668.18	1246696.55	12.00	m	4	1.00	1	4	0.00						2683668.18	1246696.55
12833.00000000000	519.72	159.21	8.00	3.50	0.00	P			2683703.95	1246696.55	11.00	m	4	0.00	9	4	0.00						2683703.94	1246696.55
11943.00000000000	503.80	152.28	8.00	4.50	0.00	P			2683692.83	1246683.21	23.00	m	4	0.00	18	4	0.00						2683692.83	1246683.21
1952.00000000000	487.37	156.77	8.00	1.50	0.00	P			2683676.14	1246679.84	6.00	m	4	0.00	9	4	0.00						2683676.14	1246679.84
16138.00000000000	515.77	114.92	8.00	3.00	0.00	P			2683720.32	1246655.21	21.00	m	3	0.00	9	4	0.00						2683720.32	1246655.21
3148.00000000000	490.17	159.15	8.00	3.50	0.00	P			2683677.58	1246683.22	15.00	m	4	0.00	6	4	0.00						2683677.58	1246683.22
6713.00000000000	487.29	160.60	8.00	3.50	0.00	P			2683674.35	1246683.22	10.00	m	3	0.00	4	4	0.00						2683674.35	1246683.22
16134.00000000000	515.86	115.38	8.00	2.50	0.00	P			2683720.18	1246655.66	9.00	m	4	0.00	5	4	0.00						2683720.18	1246655.66
8990.00000000000	492.25	173.05	8.00	4.00	0.00	P			2683673.19	1246696.57	17.00	m	4	0.00	5	4	0.00						2683673.19	1246696.57
11863.00000000000	502.30	134.83	8.00	3.00	0.00	P			2683699.33	1246666.94	24.00	m	4	0.00	4	4	0.00						2683699.33	1246666.94
1787.00000000000	487.62	160.46	8.00	4.00	0.00	P			2683674.71	1246683.25	13.00	m	4	1.00	1	4	0.00						2683674.71	1246683.25
15501.00000000000	506.98	132.49	8.00	4.00	0.00	P			2683704.56	1246666.95	14.00	m	4	0.00	7	4	0.00						2683704.56	1246666.95
17254.00000000000	453.72	177.51	8.00	1.50	0.00	P			2683636.76	1246683.25	8.00	m	4	0.00	5	4	0.00						2683636.76	1246683.25
6741.00000000000	504.10	152.18	8.00	3.50	0.00	P			2683693.15	1246683.26	9.00	m	4	0.00	5	4	0.00						2683693.15	1246683.26
22522.00000000000	511.59	135.95	8.00	2.50	0.00	P			2683707.14	1246672.11	17.00	m	4	0.00	9	4	0.00						2683707.14	1246672.11
18289.00000000000	484.32	162.13	8.00	3.00	0.00	P			2683671.01	1246683.26	10.00	m	3	1.00	1	4	0.00						2683671.01	1246683.26
20604.00000000000	511.91	148.26	8.00	2.50	0.00	P			2683701.89	1246683.26	16.00	m	4	0.00	5	4	0.00						2683701.89	1246683.26
16519.00000000000	480.89	163.86	8.00	2.50	0.00	P			2683667.17	1246683.26	16.00	m	3	1.00	1	4	0.00						2683667.17	1246683.26
3073.00000000000	495.15	156.69	8.00	4.00	0.00	P			2683683.13	1246683.27	8.00	m	4	0.00	7	4	0.00						2683683.13	1246683.27
18279.00000000000	484.09	162.26	8.00	4.00	0.00	P			2683670.74	1246683.27	15.00	m	1?	0.00	18	4	0.00						2683670.74	1246683.27
12556.00000000000	499.54	172.49	8.00	3.00	0.00	P			2683679.96	1246699.35	11.00	m	3	1.00	1	4	0.00						2683679.96	1246699.35
10358.00000000000	503.94	167.20	8.00	2.50	0.00	P			2683686.26	1246696.60	10.00	m	4	0.00	9	4	0.00						2683686.26	1246696.60
18140.00000000000	485.58	161.52	8.00	2.50	0.00	P			2683672.41	1246683.28	13.00	m	3	0.00	3	4	0.00						2683672.41	1246683.28
14757.00000000000	480.06	164.29	8.00	3.50	0.00	P			2683666.24	1246683.28	14.00	m		0.00	5	4	0.00						2683666.24	1246683.28
18430.00000000000	482.19	163.23	8.00	2.50	0.00	P			2683668.61	1246683.28	9.00	m	4	0.00	3	4	0.00						2683668.61	1246683.28
8316.00000000000	485.19	176.64	8.00	4.00	0.00	P			2683665.27	1246696.61	11.00	m	2?	1.00	1	4	0.00						2683665.27	1246696.61
4385.00000000000	495.53	125.17	8.00	3.50	0.00	P			2683697.63	1246655.27	10.00	m	4	0.00	7	4	0.00						2683697.63	1246655.27
22902.00000000000	514.03	134.73	8.00	4.00	0.00	P			2683709.86	1246672.12	17.00	m	4	0.00	7	4	0.00						2683709.86	1246672.12
18215.00000000000	477.57	160.32	8.00	2.50	0.00	P			2683665.79	1246678.61	10.00	m	5	0.00	4	4	0.00						2683665.79	1246678.61
18878.00000000000	507.62	111.40	8.00	4.00	0.00	P			2683714.62	1246648.40	17.00	m	3	0.00	6	4	0.00						2683714.62	1246648.40
20602.00000000000	511.32	148.62	8.00	4.50	0.00	P			2683701.20	1246683.31	7.00	m	3	1.00	1	4	0.00						2683701.20	1246683.31
23474.00000000000	489.14	128.93	8.00	4.50	0.00	P			2683690.23	1246655.76	11.00	m	4	0.00	6	4	0.00						2683690.23	1246655.76
14412.00000000000	513.23	108.62	8.00	4.00	0.00	P			2683720.87	1246648.43	18.00	m	3	1.00	1	4	0.00						2683720.87	1246648.43
14075.00000000000	516.28	101.91	8.00	4.50	0.00	P			2683726.61	1246643.81	22.00	m	3	1.00	1	4	0.00						2683726.61	1246643.81
17245.00000000000	454.95	176.97	8.00	3.50	0.00	P			2683638.10	1246683.33	12.00	m	4	0.00	5	4	0.00						2683638.10	1246683.33
20632.00000000000	511.73	148.43	8.00	3.00	0.00	P	2683701.6526	1246683.3282	2683701.65	1246683.33	31.00	m	4	0.00	6	3	0.00						2683701.65	1246683.33
14549.00000000000	487.39	173.81	8.00	2.00	0.00	P			2683668.50	1246695.07	6.00	m	3	0.00	6	4	0.00						2683668.50	1246695.07
1792.00000000000	488.59	160.06	8.00	3.00	0.00	P			2683675.75	1246683.33	11.00	m	4	0.00	5	4	0.00						2683675.75	1246683.33
12095.00000000000	507.36	150.63	8.00	4.00	0.00	P			2683696.76	1246683.33	9.00	m	4	0.00	7	4	0.00						2683696.76	1246683.33
22172.00000000000	472.23	168.30	8.00	5.00	0.00	P			2683657.44	1246683.34	11.00	m	4	0.00	7	4	0.00						2683657.44	1246683.34
84.00000000000	498.89	154.90	8.00	4.00	0.00	P	2683687.042	1246683.3368	2683687.27	1246683.34	18.00	m	2?	1.00	1	4	0.00						2683687.27	1246683.34
8918.00000000000	477.80	174.64	8.00	3.50	0.00	P			2683659.57	1246691.51	19.00	m	4	0.00	5	4	0.00						2683659.57	1246691.51
14228.00000000000	514.22	106.00	8.00	4.00	0.00	P			2683722.94	1246646.54	18.00	m	3	1.00	1	4	0.00						2683722.94	1246646.54
20603.00000000000	511.02	148.81	8.00	4.50	0.00	P			2683700.85	1246683.34	15.00	m	4	0.00	7	4	0.00						2683700.85	1246683.34
22264.00000000000	471.46	168.69	8.00	4.00	0.00	P			2683656.57	1246683.34	12.00	m	4	0.00	7	4	0.00						2683656.57	1246683.34
18141.00000000000	485.70	161.54	8.00	3.50	0.00	P			2683672.50	1246683.35	9.00	m	3	1.00	1	4	0.00						2683672.50	1246683.35
20103.00000000000	510.60	149.02	8.00	2.00	0.00	P			2683700.38	1246683.35	6.00	m	4	0.00	5	4	0.00						2683700.38	1246683.35
6427.00000000000	488.37	177.95	8.00	4.50	0.00	P			2683667.52	1246699.21	14.00	m	3	1.00	1	4	0.00						2683667.52	1246699.21
10412.00000000000	503.83	170.51	8.00	2.00	0.00	P			2683684.68	1246699.50	7.00	m	3	0.00	5	4	0.00						2683684.68	1246699.50
13841.00000000000	504.40	137.85	8.00	3.50	0.00	P			2683699.86	1246670.58	17.00	m	5	0.00	5	4	0.00						2683699.86	1246670.58
18830.00000000000	508.01	103.43	8.00	2.50	0.00	P			2683718.55	1246641.45	15.00	m	4	0.00	5	4	0.00						2683718.54	1246641.45
928.00000000000	496.15	156.29	8.00	4.00	0.00	P			2683684.21	1246683.36	12.00	m		0.00	7	4	0.00						2683684.21	1246683.36
12961.00000000000	521.37	161.70	8.00	3.00	0.00	P			2683704.31	1246699.52	14.00	m	3	0.00	9	4	0.00						2683704.31	1246699.52
3882.00000000000	491.79	154.88	8.00	3.00	0.00	P	2683680.7477	1246680.072	2683680.94	1246680.14	11.00	m	3	0.00	9	4	0.00						2683680.94	1246680.14
4704.00000000000	474.39	167.24	8.00	2.50	0.00	P			2683659.84	1246683.36	7.00	m	4	0.00	6	4	0.00						2683659.84	1246683.36
20389.00000000000	496.96	178.73	8.00	4.00	0.00	P			2683674.85	1246703.76	29.00	m	4	0.00	9	4	0.00						2683674.85	1246703.76
112.00000000000	498.56	155.09	8.00	3.00	0.00	P	2683686.9436	1246683.3098	2683686.89	1246683.36	17.00	m	4	0.00	5	4	0.00						2683686.89	1246683.36
14422.00000000000	511.26	109.77	8.00	4.00	0.00	P			2683718.60	1246648.58	13.00	m	5	0.00	11	4	0.00						2683718.60	1246648.58
8989.00000000000	492.42	173.12	8.00	3.00	0.00	P			2683673.31	1246696.72	12.00	m	4	0.00	4	4	0.00						2683673.31	1246696.72
61.00000000000	497.12	155.82	8.00	1.50	0.00	P			2683685.28	1246683.37	8.00	m	1	0.00	9	4	0.00						2683685.28	1246683.37
3890.00000000000	491.85	158.48	8.00	6.00	0.00	P	2683679.2595	1246683.7225	2683679.37	1246683.38	23.00	m	3	1.00	1	4	0.00						2683679.37	1246683.38
22506.00000000000	511.06	136.31	8.00	1.50	0.00	P			2683706.50	1246672.20	15.00	m	3	0.00	5	4	0.00						2683706.50	1246672.20
16628.00000000000	476.89	166.01	8.00	2.00	0.00	P			2683662.63	1246683.38	7.00	m	4	0.00	5	4	0.00						2683662.63	1246683.39
